customer_tweet_id,customer_message,true_intent,true_escalate,true_escalation_reason,predicted_intent,classifier_confidence,escalate,escalation_reason,reply,historical_matches
1556266,"@AmazonHelp Shouldn't the courier and shipping dept be held responsible and made to bear the loss ?
#BeyondDisgusted",delivery_delay,no,none,delivery_delay,0.32700652227672505,False,none,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,"[{""customer_tweet_id"": 2602988, ""customer_text"": ""@AmazonHelp I'm not sure.i assumed they would be all the same courier."", ""amazon_reply"": ""@736628 I'm sorry about this. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B We'd like to help! ^ZW"", ""similarity"": 0.21491825969401707}, {""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.1385427750794224}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1354871372501461}]"
1547229,@115830 Not sure how 3 days to deliver an item is considered Prime service. #badservice #nextdaydelivery,delivery_delay,no,none,delivery_delay,0.4789540456982293,False,none,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,"[{""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.32393366595049766}, {""customer_tweet_id"": 2514040, ""customer_text"": ""@AmazonHelp I’ve had a parcel delivered according to your tracker but no item was deliver anychance you can help ?"", ""amazon_reply"": ""@716358 Hi, sorry to hear this. Take a look at the following link as it might help you locate the parcel: http:https://t.co/lcIviyIte1 ^CR"", ""similarity"": 0.18377001246176797}, {""customer_tweet_id"": 2602988, ""customer_text"": ""@AmazonHelp I'm not sure.i assumed they would be all the same courier."", ""amazon_reply"": ""@736628 I'm sorry about this. We want to be sure you are receiving your parcels when they are expected. Please reach out to us directly here so that we can take a look into this for you: https://t.co/JzP7hlA23B We'd like to help! ^ZW"", ""similarity"": 0.17958547417151874}]"
2962796,When @115821’s 2 day delivery turns into 3 days.............. 🙄,delivery_delay,no,none,delivery_delay,0.51722061605596,False,none,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,"[{""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.42785797260622765}, {""customer_tweet_id"": 1452878, ""customer_text"": ""@AmazonHelp just got an email saying there has been a problem. So why do you advertise and why have I paid £5 for next day delivery?"", ""amazon_reply"": ""@457171 We'd be happy to look into this with you further, if you'll please phone us here: https://t.co/JzP7hlA23B Keep us posted! ^LB"", ""similarity"": 0.23771974710286692}, {""customer_tweet_id"": 836451, ""customer_text"": ""@115830 I pre-ordered one in August and then I did next day delivery for the second, neither have arrived."", ""amazon_reply"": ""@319104 Is there any info showing on their tracking via this link? : https://t.co/aaDyEz1VgE ^RL"", ""similarity"": 0.23311976950078542}]"
422046,@AmazonHelp Pls do..,other_general,no,none,other_general,0.3880733702675411,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 602326, ""customer_text"": ""@AmazonHelp pls help DM :("", ""amazon_reply"": ""@262972 Hi, We're sorry for the inconvenience! We want to make sure we’re providing the best solution for you. In this case, we recommend you to contact our Customer Support, please click the following link: https://t.co/qGpkDwGRhX ^HC"", ""similarity"": 0.5985628308003079}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1772881496478049}, {""customer_tweet_id"": 1153237, ""customer_text"": ""@115821 I need to message you regarding a supposed driver of yours. I believe they are not working for you and using your name. Pls follow"", ""amazon_reply"": ""@357770 Hi Mark! We can look into this with you here: https://t.co/JzP7hlA23B ^WT"", ""similarity"": 0.14517831174670498}]"
274053,Amazonのコンビニ支払いの仕方がわからない,payment_billing,no,none,payment_billing,0.5999019720237019,False,none,I'm sorry you're experiencing a billing issue. Please check the order and payment details associated with the transaction so the issue can be investigated.,"[{""customer_tweet_id"": 2580519, ""customer_text"": ""@AmazonHelp Yup already tried that"", ""amazon_reply"": ""@731406 We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here: https://t.co/Q7Ftz6nj80 ^LJ"", ""similarity"": 0.0}, {""customer_tweet_id"": 2631401, ""customer_text"": ""@AmazonHelp is it normal for your delivery driver to open my front door &amp; drop in a parcel (for the house next door) without even knocking?"", ""amazon_reply"": ""@743036 I'm so sorry! We'd like to escalate this, if you'll provide as much information as possible, including the order number, here: https://t.co/tILmboHjPD Someone will be in touch soon. Thank you for letting us know about this. ^LB"", ""similarity"": 0.0}, {""customer_tweet_id"": 503500, ""customer_text"": ""@AmazonHelp Got a messsge saying it would come between now and 4th dec this has happened with 2 orders in one week on prime."", ""amazon_reply"": ""@235325 Thank you for the information! Were you able to reach out to us using the link provided by ^HM? If so, what were you advised? ^AL"", ""similarity"": 0.0}]"
2475976,@121284 still no any confirmation about refund or exchange my watch,refund_issue,no,none,refund_issue,0.9,True,delayed_refund,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,"[{""customer_tweet_id"": 1105740, ""customer_text"": ""@115850 hey amazon are u not interested to give me refund??"", ""amazon_reply"": ""@380947 We don't know the reasons about your return, please elaborate. ^MJ"", ""similarity"": 0.170378725814123}, {""customer_tweet_id"": 2983656, ""customer_text"": ""@121284  I am an Echo  owner. I am extremely frustrated and would like to be contacted by some senior software person. Otherwise I am compelled to return the product. My Amazon account ID is __email__ it will also have my mobile number."", ""amazon_reply"": ""@132155 We're extremely sorry for the unpleasant experience. You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ. We'll be glad to help.\nPlease don't provide your details, we consider it to be personal information.^AR"", ""similarity"": 0.14140029501695206}, {""customer_tweet_id"": 2279713, ""customer_text"": ""@115850  Waiting for refund for order # : ORDER # 408-6560878-8566768 . Its been 3 months."", ""amazon_reply"": ""@662766 Apologies for the trouble. Have you reported this to our support team? If not, kindly report it here: https://t.co/rS49hgaADF. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO"", ""similarity"": 0.11304128291304083}]"
2511615,"Que raro que @116875 no se haya cobrado el juego, creo que ya les jalaron los pelos por entregarlos un día antes u.u",other_general,no,none,other_general,0.3667905632411784,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 590853, ""customer_text"": ""Creo que estoy enamorado de @116875 por que todo lo que he pedido siempre llega tan rápido 😍"", ""amazon_reply"": ""@259762 Hola Lalo. 😁Nos esforzamos para entregar lo más rápido posible los pedidos de nuestros clientes.🏃📦 Cuentános, ¿qué compraste?🤔 ^HC https://t.co/nnQEHdS7ND"", ""similarity"": 0.42548696542345393}, {""customer_tweet_id"": 142806, ""customer_text"": ""Oye, @116928, si el paquete que habéis dejado delante de la puerta de casa (aunque en Seguimiento del pedido dice, falsamente, que se le entregó a un residente) lo hubiese cogido cualquiera que pasase por allí, ¿qué habría pasado?"", ""amazon_reply"": ""@148239 Hola Carlos, ¿nos podrías indicar si el producto es vendido por Amazon o por uno de nuestros vendedores externos? ^KA"", ""similarity"": 0.21650420334506232}, {""customer_tweet_id"": 2913146, ""customer_text"": ""@116875 que puedo hacer con las compras que hice si mi cuenta está suspendida?"", ""amazon_reply"": ""@806436 ¡Hola, Alfonso! Sin compartir información personal, ¿podrías informarnos si recibiste un correo con instrucciones sobre como accesar a tu cuenta de nuevo?. ^NB"", ""similarity"": 0.20693868863124537}]"
1700072,@AmazonHelp keep getting error redeeming code message when im trying to redeem my sonic forces preorder code. Help?,technical_product_issue,no,none,technical_product_issue,0.88,False,none,I'm sorry you're having trouble with your product. Please share the product and the issue you're experiencing so the appropriate troubleshooting steps can be identified.,"[{""customer_tweet_id"": 218099, ""customer_text"": ""@AmazonHelp I actually got my code late last night. Happy I got it but I should have received it earlier and I got it after putting in a request. Thanks"", ""amazon_reply"": ""@167997 Ok, glad you got the code, thanks. ^KM"", ""similarity"": 0.14079262921357544}, {""customer_tweet_id"": 222708, ""customer_text"": ""@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed"", ""amazon_reply"": ""@169201 Sorry for the trouble you've had. Could you please help us with the screenshot of the error you're facing. ^MM"", ""similarity"": 0.13442496202320114}, {""customer_tweet_id"": 2603012, ""customer_text"": ""@AmazonHelp why am I not getting next day delivery when I pay for it with Prime? I need something urgently and need to wait til Thursday now."", ""amazon_reply"": ""@736630 Hello. This Help page gives details on how our Shipping and Delivery dates are calculated: https://t.co/e2CV3I9RvC ^DO"", ""similarity"": 0.1288230122394215}]"
1071144,@115830 can you DM about an aftersales issue. Thanks,other_general,yes,needs_human_support,other_general,0.4085693019649338,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 602326, ""customer_text"": ""@AmazonHelp pls help DM :("", ""amazon_reply"": ""@262972 Hi, We're sorry for the inconvenience! We want to make sure we’re providing the best solution for you. In this case, we recommend you to contact our Customer Support, please click the following link: https://t.co/qGpkDwGRhX ^HC"", ""similarity"": 0.2629831160193528}, {""customer_tweet_id"": 1152724, ""customer_text"": ""@AmazonHelp That worked. Thanks!"", ""amazon_reply"": ""@283086 No problem, that's what we do! Thanks for letting us know and have a great rest of your day. ^EM"", ""similarity"": 0.1803487161934924}, {""customer_tweet_id"": 1136209, ""customer_text"": ""@AmazonHelp Plz resolve my issue..  I have no problem wid u.."", ""amazon_reply"": ""@387674 Sorry about the delivery delay. We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz. ^HA"", ""similarity"": 0.14727649396227585}]"
1489178,@AmazonHelp les trois ont été expédié  et deux ont été automatiquement retourné,return_replacement,no,none,return_replacement,0.6677510065354391,False,none,I can help with your return or replacement request. Please provide the relevant order details so the next steps can be determined.,"[{""customer_tweet_id"": 167936, ""customer_text"": ""Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.\nEt bah ça énerve un peu qd même."", ""amazon_reply"": ""@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA"", ""similarity"": 0.1500286404291931}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.13524945253234172}, {""customer_tweet_id"": 2392639, ""customer_text"": ""@AmazonHelp Papuche ! Hommage à moi moche et méchant ! 😄"", ""amazon_reply"": ""@689001 Joli nom, il paraît plutôt calme ! Quel âge a-t-il ? ^ASZ"", ""similarity"": 0.1174840741453356}]"
